City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,ust-tarka,55.5672,75.705,24.66,59,29,2.25,RU,1689102993
369,gorontalo,0.5412,123.0595,23.02,94,41,0.87,ID,1689102994
370,flin flon,54.7682,-101.865,19.91,42,40,2.57,CA,1689102994
371,sao joao da barra,-21.6403,-41.0511,30.05,70,0,5.29,BR,1689102722
372,jumla,29.2747,82.1838,18.07,92,85,0.83,NP,1689102995
373,kokstad,-30.5472,29.4241,4.35,78,3,0.98,ZA,1689102996
374,cartagena del chaira,1.3349,-74.8429,28.14,78,83,0.09,CO,1689102996
375,zaraza,9.3503,-65.3245,32.33,57,94,2.3,VE,1689102997
376,sobolevo,54.4299,31.8996,12.95,63,99,2.32,RU,1689102997
377,vysha,53.8477,42.3777,12.0,93,100,1.44,RU,1689102998
378,baglung,28.2719,83.5898,22.09,93,94,1.28,NP,1689102998
379,tvoroyri,61.5556,-6.8111,11.51,97,100,7.1,FO,1689102998
380,tanout,14.9709,8.8879,36.66,19,31,1.21,NE,1689102999
381,miri,4.4148,114.0089,25.08,88,40,2.57,MY,1689103000
382,jalu,29.0331,21.5482,30.49,18,0,3.91,LY,1689103000
383,lavrentiya,65.5833,-171.0,9.02,84,21,1.03,RU,1689103001
384,pullman,46.7313,-117.1796,26.13,44,0,4.02,US,1689103001
385,mantua,45.1667,10.7833,32.58,65,0,2.27,IT,1689103002
386,marsh harbour,26.5412,-77.0636,29.92,71,28,1.28,BS,1689103002
387,ypsonas,34.6884,32.9574,26.54,69,0,3.6,CY,1689103003
388,mackenzie,55.2999,-123.1698,21.12,60,75,1.54,CA,1689103003
389,hurzuf,44.55,34.2833,19.99,66,19,3.35,UA,1689103004
390,iqaluit,63.7506,-68.5145,7.85,93,75,2.57,CA,1689102844
391,lompoc,34.6391,-120.4579,31.55,67,20,3.6,US,1689103005
392,miraflores,19.2167,-98.8083,23.9,42,60,1.21,MX,1689103005
393,moindou,-21.6924,165.677,17.49,69,0,3.81,NC,1689103006
394,yakeshi,49.2833,120.7333,12.6,74,38,1.34,CN,1689103006
395,neya,58.2972,43.8681,9.81,96,100,4.62,RU,1689103007
396,champasak,14.75,106.0,23.2,96,50,0.65,LA,1689103007
397,harper,4.375,-7.7169,24.92,84,100,4.9,LR,1689103008
398,moranbah,-22.0016,148.0466,12.49,92,0,4.06,AU,1689103008
399,tachov,49.7953,12.6337,27.67,55,19,1.16,CZ,1689103009
400,tilichiki,60.4667,166.1,7.92,95,100,4.29,RU,1689103009
401,nybro,56.7446,15.9071,17.8,74,90,2.49,SE,1689103010
402,san jose,37.3394,-121.895,33.09,50,0,3.6,US,1689102613
403,yeppoon,-23.1333,150.7333,14.88,86,0,3.91,AU,1689103011
404,port-gentil,-0.7193,8.7815,22.82,84,63,6.77,GA,1689103011
405,aklavik,68.2191,-135.0107,21.23,52,98,7.4,CA,1689103012
406,arlit,18.7369,7.3853,38.36,9,0,4.4,NE,1689103013
407,bonavista,48.6499,-53.1147,12.77,89,88,6.17,CA,1689103013
408,lebanon,36.2081,-86.2911,31.92,48,0,2.57,US,1689102729
409,meadow lake,34.8014,-106.5436,37.45,18,10,4.35,US,1689103014
410,ajdabiya,30.7554,20.2263,27.72,50,0,7.03,LY,1689103014
411,vanavara,60.34,102.2797,10.14,98,14,2.3,RU,1689103015
412,poronaysk,49.2167,143.1167,11.26,97,100,0.67,RU,1689103015
413,port hedland,-20.3167,118.5667,17.03,29,4,3.6,AU,1689103016
414,road town,18.4167,-64.6167,33.05,70,75,5.14,VG,1689102793
415,harstad,68.799,16.5293,21.56,70,26,2.68,NO,1689103017
416,asau,46.4333,26.4,17.51,95,0,1.19,RO,1689103017
417,cabrera,19.6426,-69.9049,29.96,70,61,6.45,DO,1689103019
418,houston,29.7633,-95.3633,37.92,58,75,3.6,US,1689102611
419,maldonado,-34.6667,-54.9167,11.66,58,12,5.17,UY,1689103020
420,biak,-0.9131,122.8766,24.07,76,100,2.94,ID,1689103020
421,bardiyah,31.7561,25.0865,25.59,68,0,6.54,LY,1689103021
422,darnah,32.767,22.6367,25.04,73,0,4.28,LY,1689103022
423,taguatinga,-12.3857,-46.5711,34.14,24,40,1.88,BR,1689103022
424,boras,57.721,12.9401,17.68,90,100,3.08,SE,1689103023
425,gunjur,13.2019,-16.7339,29.04,74,75,0.0,GM,1689103023
426,sar-e pul,35.8333,66.1667,22.1,20,0,2.49,AF,1689103024
427,liverpool,53.4106,-2.9779,18.12,78,40,4.12,GB,1689103025
428,jacareacanga,-6.2222,-57.7528,32.83,46,79,1.39,BR,1689103025
429,pacific grove,36.6177,-121.9166,25.67,85,40,3.6,US,1689103026
430,merauke,-8.4667,140.3333,25.42,86,96,6.94,ID,1689103026
431,jinxiang,27.4327,120.6062,25.15,95,6,3.23,CN,1689103027
432,bemidji,47.4736,-94.8803,21.7,52,0,4.12,US,1689103027
433,inuvik,68.3499,-133.7218,26.48,44,75,4.12,CA,1689103028
434,grand gaube,-20.0064,57.6608,21.88,71,18,3.45,MU,1689103028
435,pevek,69.7008,170.3133,1.31,89,28,1.75,RU,1689103029
436,saint-denis,48.9167,2.3333,29.01,45,0,5.66,FR,1689103029
437,dukat,62.55,155.55,6.43,83,27,1.33,RU,1689103030
438,waddan,29.1614,16.139,29.95,26,0,6.91,LY,1689103030
439,flinders,-34.5833,150.8552,8.54,83,2,0.89,AU,1689103031
440,veraval,20.9,70.3667,27.74,85,100,5.87,IN,1689103031
441,kibuye,-2.0597,29.3482,21.13,62,98,0.9,RW,1689103032
442,caravelas,-17.7125,-39.2481,25.34,69,0,3.88,BR,1689103032
443,namibe,-15.1961,12.1522,21.68,59,0,2.5,AO,1689103033
444,savannah bight,16.45,-85.85,28.66,84,73,8.49,HN,1689103034
445,saint-francois,46.4154,3.9054,21.69,88,92,1.54,FR,1689103034
446,erenhot,43.6475,111.9767,22.94,59,100,3.3,CN,1689103035
447,ancud,-41.8697,-73.8203,7.48,70,4,2.76,CL,1689103035
448,santiago de cuenda,20.6,-100.9833,27.72,36,5,0.42,MX,1689103036
449,jinchang,38.4953,102.1739,18.34,70,100,4.76,CN,1689103036
450,tromso,69.6496,18.957,20.01,52,0,3.09,NO,1689103037
451,krasnyy yar,46.5331,48.3456,24.98,41,26,4.61,RU,1689103037
452,barpali,21.2,83.5833,27.44,80,100,2.03,IN,1689103038
453,nacogdoches,31.6002,-94.6335,33.8,55,40,2.57,US,1689102765
454,galveston,29.3669,-94.9669,38.35,70,0,8.23,US,1689102916
455,nova olimpia,-14.7972,-57.2881,37.14,15,3,2.13,BR,1689103040
456,sao filipe,14.8961,-24.4956,24.81,81,46,3.54,CV,1689103040
457,loukhi,66.0764,33.0381,14.97,63,0,2.57,RU,1689103041
458,itoman,26.1247,127.6694,28.21,92,20,5.66,JP,1689103041
459,catamarca,-28.4696,-65.7852,14.67,99,86,0.89,AR,1689103042
460,la ronge,55.1001,-105.2842,21.12,37,40,2.06,CA,1689103043
461,shemonaikha,50.6328,81.9056,19.4,59,100,2.68,KZ,1689103043
462,san pedro carcha,15.4833,-90.2667,29.34,48,20,4.12,GT,1689103044
463,ambilobe,-13.2,49.05,22.65,86,99,0.8,MG,1689103045
464,ende,-8.8432,121.6623,24.12,90,100,1.78,ID,1689103045
465,ekhabi,53.5102,142.9671,9.42,91,6,3.27,RU,1689103046
466,ola,59.5833,151.2833,11.29,71,99,2.07,RU,1689103046
467,broome,42.2506,-75.833,30.39,53,20,3.6,US,1689103047
468,santa rosa,14.3122,121.1114,27.99,92,96,0.46,PH,1689103047
469,binga,-17.6203,27.3414,14.11,53,0,6.06,ZW,1689103048
470,daltenganj,24.0333,84.0667,29.31,67,100,2.32,IN,1689103048
471,krasnoselkup,65.7,82.4667,9.74,70,0,4.82,RU,1689103049
472,evensk,61.95,159.2333,10.88,81,99,4.6,RU,1689103049
473,whitianga,-36.8333,175.7,11.04,82,73,3.78,NZ,1689103050
474,oranjemund,-28.55,16.4333,18.03,31,0,4.81,NA,1689103050
475,sinnamary,5.3833,-52.95,28.68,68,9,4.44,GF,1689103051
476,esmeraldas,-19.7625,-44.3139,29.17,27,17,2.05,BR,1689102893
477,dubti,11.7361,41.0853,35.58,32,100,6.65,ET,1689103052
478,phillipsburg,40.6937,-75.1902,31.79,45,0,2.24,US,1689103052
479,calabozo,8.9242,-67.4293,29.41,76,69,1.51,VE,1689103053
480,clonakilty,51.6231,-8.8706,16.56,75,51,7.33,IE,1689102873
481,bilma,18.6853,12.9164,36.3,13,100,1.36,NE,1689103054
482,xingyi,24.1877,102.817,16.37,96,100,1.69,CN,1689103054
483,kamenka,51.3223,42.7678,11.54,90,8,0.74,RU,1689103055
484,portland,45.5234,-122.6762,25.9,54,20,2.57,US,1689102807
485,nabire,-3.3667,135.4833,23.84,90,100,1.4,ID,1689103056
486,dubno,50.4169,25.7343,14.43,88,0,1.04,UA,1689103056
487,toora-khem,52.4675,96.11,12.34,98,96,1.4,RU,1689103057
488,navlya,52.8281,34.4989,11.48,74,28,2.71,RU,1689103057
489,tikrit,34.6071,43.6782,34.8,17,0,6.48,IQ,1689103058
490,byron bay,-28.65,153.6167,11.51,87,62,3.65,AU,1689103058
491,pacifica,37.6138,-122.4869,32.01,74,20,6.17,US,1689103059
492,goiatuba,-18.0125,-49.3547,30.02,23,13,2.19,BR,1689103059
493,pak phanang,8.3511,100.202,26.06,84,100,2.34,TH,1689103060
494,pingliang,35.5392,106.6861,21.63,88,74,1.49,CN,1689103060
495,anshun,26.25,105.9333,19.33,97,100,2.69,CN,1689103061
496,mamontovo,52.7055,81.6244,18.36,89,70,3.53,RU,1689103061
497,hovd,48.0056,91.6419,13.91,68,98,0.95,MN,1689103062
498,vilhena,-12.7406,-60.1458,33.12,27,20,4.63,BR,1689103063
499,linjiang,41.8069,126.9078,17.63,98,100,0.52,CN,1689103063
500,vestmannaeyjar,63.4427,-20.2734,12.55,87,40,7.72,IS,1689103064
501,sakrand,26.1384,68.2736,32.97,66,83,4.12,PK,1689103064
502,gizo,-8.103,156.8419,26.97,80,56,8.65,SB,1689103065
503,anadyr,64.75,177.4833,13.28,71,0,5.0,RU,1689103065
504,otjiwarongo,-20.4637,16.6477,9.72,26,0,9.17,NA,1689103066
505,amga,60.8953,131.9608,17.03,69,100,1.78,RU,1689103066
506,monywa,22.1167,95.1333,29.04,65,100,7.42,MM,1689103067
507,camacha,33.0833,-16.3333,21.68,73,20,5.14,PT,1689103067
508,miyako,39.6367,141.9525,22.65,82,100,2.56,JP,1689103068
509,oliver,49.1831,-119.5524,24.8,53,17,1.03,CA,1689103068
510,olenegorsk,68.15,33.3,18.35,54,9,1.71,RU,1689103068
511,ilulissat,69.2167,-51.1,9.01,81,75,1.03,GL,1689103069
512,komsomolskiy,40.4272,71.7189,25.4,33,0,3.09,UZ,1689103069
513,maua,-23.6678,-46.4614,26.89,44,34,2.44,BR,1689103070
514,saint-pierre,-21.3393,55.4781,20.82,64,75,3.09,RE,1689103070
515,yulara,-25.2406,130.9889,8.9,61,0,3.82,AU,1689103071
516,belyy,55.8402,32.9419,11.71,68,100,2.08,RU,1689103071
517,osorno,-40.5667,-73.15,7.92,87,75,1.03,CL,1689102990
518,nakskov,54.8373,11.1284,22.28,81,100,4.81,DK,1689103072
519,westport,41.1415,-73.3579,32.93,51,0,6.69,US,1689102870
520,acajutla,13.5928,-89.8275,31.59,63,31,3.57,SV,1689103073
521,quatre cocos,-20.2078,57.7625,21.72,73,8,1.78,MU,1689103074
522,chokwe,-24.5333,32.9833,15.25,81,43,5.03,MZ,1689103074
523,boyabat,41.4689,34.7667,17.75,77,0,0.88,TR,1689103074
524,mayo,38.8876,-76.5119,33.93,53,20,4.12,US,1689103075
525,takoradi,4.8845,-1.7554,25.01,87,66,3.85,GH,1689102941
526,nouadhibou,20.931,-17.0347,22.99,78,100,4.12,MR,1689103076
527,sokolo,14.7328,-6.1219,32.02,44,23,1.78,ML,1689103077
528,jashpurnagar,22.9,84.15,24.08,86,100,1.99,IN,1689103077
529,suntar,62.1444,117.6319,15.97,96,40,2.45,RU,1689103078
530,auki,-8.7676,160.7034,23.78,86,47,3.14,SB,1689103078
531,oistins,13.0667,-59.5333,29.05,84,40,4.12,BB,1689103078
532,tsiroanomandidy,-18.7667,46.0333,15.72,68,0,1.84,MG,1689103079
533,mackay,-21.15,149.2,18.71,77,34,5.99,AU,1689103016
534,hamilton,39.1834,-84.5333,31.79,46,40,4.63,US,1689103080
535,alcaniz,41.05,-0.1333,33.98,35,33,7.63,ES,1689103080
536,west wendover,40.7391,-114.0733,32.56,15,0,4.63,US,1689102940
537,leshukonskoye,64.8989,45.7622,12.45,64,100,3.66,RU,1689103081
538,narsaq,60.9167,-46.05,21.12,75,100,1.97,GL,1689103082
539,capula,19.7,-101.8,15.67,61,100,0.44,MX,1689103083
540,iquitos,-3.7481,-73.2472,31.02,62,75,2.06,PE,1689103084
541,at-bashi,41.1702,75.8106,12.93,53,0,0.95,KG,1689103085
542,gerash,27.6652,54.1371,35.08,34,0,1.95,IR,1689103086
543,pandan,14.0453,124.1694,27.47,86,100,1.83,PH,1689103086
544,dunedin,-45.8742,170.5036,7.67,71,100,9.98,NZ,1689103087
545,gwadar,25.1216,62.3254,27.89,80,33,4.27,PK,1689103088
546,kudahuvadhoo,2.6708,72.8944,27.83,74,86,2.4,MV,1689103088
547,chor,25.5167,69.7667,31.96,60,31,9.16,PK,1689103089
548,oksfjord,70.2396,22.3479,20.04,57,99,2.04,NO,1689103090
549,mporokoso,-9.3727,30.125,19.14,43,28,3.29,ZM,1689103090
550,chongwe,-15.3292,28.682,10.32,62,0,2.11,ZM,1689103091
551,klaksvik,62.2266,-6.589,13.51,98,96,5.09,FO,1689103091
552,acapulco,16.8634,-99.8901,31.9,62,20,3.6,MX,1689103088
553,ahipara,-35.1667,173.1667,9.34,83,12,3.85,NZ,1689103092
554,dunapataj,46.644,18.9963,23.77,73,0,1.94,HU,1689103093
555,natchez,31.5604,-91.4032,32.12,70,40,3.09,US,1689103093
556,saquarema,-22.92,-42.5103,28.08,74,6,2.98,BR,1689103094
557,vorotynets,56.0603,45.8633,9.36,97,100,4.9,RU,1689103094
558,sovetskiy,61.3614,63.5842,14.06,72,99,2.38,RU,1689103095
559,sanming,26.2486,117.6186,24.9,90,95,1.21,CN,1689103095
560,yanam,16.7333,82.2167,26.97,75,100,2.41,IN,1689103096
561,kisangani,0.5167,25.2,21.73,97,100,0.85,CD,1689103096
562,paoua,7.2427,16.4406,23.48,84,66,1.31,CF,1689103097
563,hwange,-18.3693,26.5019,12.48,55,0,6.23,ZW,1689103097
564,kapit,2.0167,112.9333,22.97,99,99,0.53,MY,1689103098
565,bambanglipuro,-7.95,110.2833,23.23,87,22,4.09,ID,1689103099
566,cooma,-36.2333,149.1333,1.48,93,0,0.91,AU,1689103099
567,tual,-5.6667,132.75,26.47,86,68,9.12,ID,1689103100
568,riorges,46.0418,4.0497,21.69,95,29,1.73,FR,1689103100
569,kirakira,-10.4544,161.9205,24.73,82,99,5.23,SB,1689103101
570,kavaratti,10.5669,72.642,28.23,77,97,7.35,IN,1689103101
571,sandwick,60.0,-1.25,13.9,94,40,1.54,GB,1689103102
572,nam som,17.7704,102.1895,25.15,87,100,0.82,TH,1689103103
573,lourdes,43.1,-0.05,20.71,83,100,4.63,FR,1689103104
574,dalvik,65.9702,-18.5286,8.96,77,10,3.25,IS,1689103104
575,shimoda,34.6667,138.95,24.5,94,17,6.44,JP,1689103105
576,garissa,-0.4536,39.6401,25.92,65,95,9.28,KE,1689102835
577,chemin grenier,-20.4872,57.4656,20.77,71,5,1.44,MU,1689103106
578,sturgeon falls,46.3646,-79.9326,26.14,53,90,4.27,CA,1689103107
579,orotukan,62.2667,151.7,8.7,70,0,2.44,RU,1689103108
580,bakel,14.905,-12.4568,33.55,47,100,3.89,SN,1689103109
581,pokhara,28.2333,83.9833,22.58,88,48,2.16,NP,1689102846
582,ayorou,14.7308,0.9174,37.63,27,3,2.35,NE,1689103111
583,san patricio,28.017,-97.5169,38.42,41,7,7.04,US,1689103111
584,okhotsk,59.3833,143.3,12.71,81,96,3.28,RU,1689103112
585,jhinjhana,29.5167,77.2167,26.5,78,10,2.49,IN,1689103112
586,abashiri,44.0213,144.2697,16.17,99,76,0.98,JP,1689103113
587,margate,51.3813,1.3862,18.26,74,100,2.68,GB,1689103113
588,kuala terengganu,5.3302,103.1408,25.97,94,20,1.03,MY,1689103114
